Geography,geoid10,Geographic Area Name,med_hh_inc,dollars
1400000US17031812200,17031812200,"Census Tract 8122, Cook County, Illinois",211354,"$211,354"
1400000US17031812301,17031812301,"Census Tract 8123.01, Cook County, Illinois",84432,"$84,432"
1400000US17031812302,17031812302,"Census Tract 8123.02, Cook County, Illinois",138092,"$138,092"
1400000US17031812400,17031812400,"Census Tract 8124, Cook County, Illinois",223125,"$223,125"
1400000US17031812500,17031812500,"Census Tract 8125, Cook County, Illinois",66720,"$66,720"
1400000US17031812600,17031812600,"Census Tract 8126, Cook County, Illinois",63906,"$63,906"
1400000US17031812700,17031812700,"Census Tract 8127, Cook County, Illinois",72500,"$72,500"
1400000US17031812801,17031812801,"Census Tract 8128.01, Cook County, Illinois",65281,"$65,281"
1400000US17031812802,17031812802,"Census Tract 8128.02, Cook County, Illinois",87803,"$87,803"
1400000US17031812900,17031812900,"Census Tract 8129, Cook County, Illinois",140854,"$140,854"
1400000US17031813000,17031813000,"Census Tract 8130, Cook County, Illinois",137344,"$137,344"
1400000US17031813100,17031813100,"Census Tract 8131, Cook County, Illinois",115086,"$115,086"
1400000US17031813200,17031813200,"Census Tract 8132, Cook County, Illinois",141563,"$141,563"
1400000US17031813301,17031813301,"Census Tract 8133.01, Cook County, Illinois",49500,"$49,500"
1400000US17031813302,17031813302,"Census Tract 8133.02, Cook County, Illinois",50404,"$50,404"
1400000US17031813400,17031813400,"Census Tract 8134, Cook County, Illinois",62246,"$62,246"
1400000US17031813500,17031813500,"Census Tract 8135, Cook County, Illinois",64188,"$64,188"
1400000US17031813600,17031813600,"Census Tract 8136, Cook County, Illinois",61522,"$61,522"
1400000US17031813701,17031813701,"Census Tract 8137.01, Cook County, Illinois",54853,"$54,853"
1400000US17031813702,17031813702,"Census Tract 8137.02, Cook County, Illinois",73125,"$73,125"
1400000US17031813801,17031813801,"Census Tract 8138.01, Cook County, Illinois",44080,"$44,080"
1400000US17031813802,17031813802,"Census Tract 8138.02, Cook County, Illinois",52379,"$52,379"
1400000US17031813900,17031813900,"Census Tract 8139, Cook County, Illinois",54036,"$54,036"
1400000US17031814000,17031814000,"Census Tract 8140, Cook County, Illinois",70294,"$70,294"
1400000US17031814100,17031814100,"Census Tract 8141, Cook County, Illinois",44135,"$44,135"
1400000US17031814200,17031814200,"Census Tract 8142, Cook County, Illinois",58891,"$58,891"
1400000US17031814300,17031814300,"Census Tract 8143, Cook County, Illinois",47355,"$47,355"
1400000US17031814400,17031814400,"Census Tract 8144, Cook County, Illinois",57019,"$57,019"
1400000US17031814500,17031814500,"Census Tract 8145, Cook County, Illinois",74151,"$74,151"
1400000US17031814600,17031814600,"Census Tract 8146, Cook County, Illinois",84261,"$84,261"
1400000US17031814700,17031814700,"Census Tract 8147, Cook County, Illinois",76750,"$76,750"
1400000US17031814800,17031814800,"Census Tract 8148, Cook County, Illinois",58387,"$58,387"
1400000US17031814900,17031814900,"Census Tract 8149, Cook County, Illinois",51529,"$51,529"
1400000US17031815000,17031815000,"Census Tract 8150, Cook County, Illinois",70505,"$70,505"
1400000US17031815100,17031815100,"Census Tract 8151, Cook County, Illinois",72347,"$72,347"
1400000US17031815200,17031815200,"Census Tract 8152, Cook County, Illinois",58568,"$58,568"
1400000US17031815300,17031815300,"Census Tract 8153, Cook County, Illinois",89071,"$89,071"
1400000US17031815400,17031815400,"Census Tract 8154, Cook County, Illinois",57868,"$57,868"
1400000US17031815500,17031815500,"Census Tract 8155, Cook County, Illinois",76929,"$76,929"
1400000US17031815600,17031815600,"Census Tract 8156, Cook County, Illinois",58709,"$58,709"
1400000US17031815701,17031815701,"Census Tract 8157.01, Cook County, Illinois",136994,"$136,994"
1400000US17031815702,17031815702,"Census Tract 8157.02, Cook County, Illinois",125115,"$125,115"
1400000US17031815800,17031815800,"Census Tract 8158, Cook County, Illinois",98920,"$98,920"
1400000US17031815900,17031815900,"Census Tract 8159, Cook County, Illinois",73318,"$73,318"
1400000US17031816000,17031816000,"Census Tract 8160, Cook County, Illinois",91000,"$91,000"
1400000US17031816100,17031816100,"Census Tract 8161, Cook County, Illinois",54602,"$54,602"
1400000US17031816200,17031816200,"Census Tract 8162, Cook County, Illinois",74281,"$74,281"
1400000US17031816300,17031816300,"Census Tract 8163, Cook County, Illinois",63973,"$63,973"
1400000US17031816401,17031816401,"Census Tract 8164.01, Cook County, Illinois",63326,"$63,326"
1400000US17031816402,17031816402,"Census Tract 8164.02, Cook County, Illinois",57279,"$57,279"
1400000US17031816500,17031816500,"Census Tract 8165, Cook County, Illinois",45705,"$45,705"
1400000US17031816600,17031816600,"Census Tract 8166, Cook County, Illinois",68154,"$68,154"
1400000US17031816700,17031816700,"Census Tract 8167, Cook County, Illinois",60531,"$60,531"
1400000US17031816800,17031816800,"Census Tract 8168, Cook County, Illinois",73137,"$73,137"
1400000US17031816900,17031816900,"Census Tract 8169, Cook County, Illinois",83077,"$83,077"
1400000US17031817000,17031817000,"Census Tract 8170, Cook County, Illinois",59236,"$59,236"
1400000US17031817101,17031817101,"Census Tract 8171.01, Cook County, Illinois",53902,"$53,902"
1400000US17031817102,17031817102,"Census Tract 8171.02, Cook County, Illinois",65186,"$65,186"
1400000US17031817200,17031817200,"Census Tract 8172, Cook County, Illinois",42880,"$42,880"
1400000US17031817300,17031817300,"Census Tract 8173, Cook County, Illinois",53950,"$53,950"
1400000US17031817400,17031817400,"Census Tract 8174, Cook County, Illinois",83404,"$83,404"
1400000US17031817500,17031817500,"Census Tract 8175, Cook County, Illinois",58480,"$58,480"
1400000US17031817600,17031817600,"Census Tract 8176, Cook County, Illinois",41495,"$41,495"
1400000US17031817700,17031817700,"Census Tract 8177, Cook County, Illinois",75072,"$75,072"
1400000US17031817900,17031817900,"Census Tract 8179, Cook County, Illinois",57320,"$57,320"
1400000US17031818000,17031818000,"Census Tract 8180, Cook County, Illinois",47348,"$47,348"
1400000US17031818100,17031818100,"Census Tract 8181, Cook County, Illinois",110208,"$110,208"
1400000US17031818200,17031818200,"Census Tract 8182, Cook County, Illinois",103906,"$103,906"
1400000US17031818300,17031818300,"Census Tract 8183, Cook County, Illinois",69606,"$69,606"
1400000US17031818401,17031818401,"Census Tract 8184.01, Cook County, Illinois",61667,"$61,667"
1400000US17031818402,17031818402,"Census Tract 8184.02, Cook County, Illinois",77667,"$77,667"
1400000US17031818500,17031818500,"Census Tract 8185, Cook County, Illinois",93161,"$93,161"
1400000US17031818600,17031818600,"Census Tract 8186, Cook County, Illinois",95404,"$95,404"
1400000US17031818700,17031818700,"Census Tract 8187, Cook County, Illinois",106063,"$106,063"
1400000US17031818800,17031818800,"Census Tract 8188, Cook County, Illinois",101771,"$101,771"
1400000US17031818900,17031818900,"Census Tract 8189, Cook County, Illinois",88203,"$88,203"
1400000US17031819000,17031819000,"Census Tract 8190, Cook County, Illinois",157188,"$157,188"
1400000US17031819100,17031819100,"Census Tract 8191, Cook County, Illinois",45205,"$45,205"
1400000US17031819200,17031819200,"Census Tract 8192, Cook County, Illinois",87722,"$87,722"
1400000US17031819300,17031819300,"Census Tract 8193, Cook County, Illinois",81993,"$81,993"
1400000US17031819400,17031819400,"Census Tract 8194, Cook County, Illinois",73333,"$73,333"
1400000US17031819500,17031819500,"Census Tract 8195, Cook County, Illinois",77475,"$77,475"
1400000US17031819600,17031819600,"Census Tract 8196, Cook County, Illinois",183068,"$183,068"
1400000US17031819700,17031819700,"Census Tract 8197, Cook County, Illinois",143542,"$143,542"
1400000US17031819801,17031819801,"Census Tract 8198.01, Cook County, Illinois",189861,"$189,861"
1400000US17031819802,17031819802,"Census Tract 8198.02, Cook County, Illinois",171250,"$171,250"
1400000US17031819900,17031819900,"Census Tract 8199, Cook County, Illinois",207692,"$207,692"
1400000US17031820000,17031820000,"Census Tract 8200, Cook County, Illinois",223250,"$223,250"
1400000US17031820101,17031820101,"Census Tract 8201.01, Cook County, Illinois",125607,"$125,607"
1400000US17031820103,17031820103,"Census Tract 8201.03, Cook County, Illinois",79108,"$79,108"
1400000US17031820104,17031820104,"Census Tract 8201.04, Cook County, Illinois",78088,"$78,088"
1400000US17031820202,17031820202,"Census Tract 8202.02, Cook County, Illinois",67664,"$67,664"
1400000US17031820203,17031820203,"Census Tract 8202.03, Cook County, Illinois",127823,"$127,823"
1400000US17031820204,17031820204,"Census Tract 8202.04, Cook County, Illinois",113218,"$113,218"
1400000US17031820300,17031820300,"Census Tract 8203, Cook County, Illinois",58529,"$58,529"
1400000US17031820400,17031820400,"Census Tract 8204, Cook County, Illinois",45515,"$45,515"
1400000US17031820501,17031820501,"Census Tract 8205.01, Cook County, Illinois",66194,"$66,194"
1400000US17031820502,17031820502,"Census Tract 8205.02, Cook County, Illinois",56108,"$56,108"
1400000US17031820603,17031820603,"Census Tract 8206.03, Cook County, Illinois",64243,"$64,243"
1400000US17031820604,17031820604,"Census Tract 8206.04, Cook County, Illinois",44462,"$44,462"
1400000US17031820605,17031820605,"Census Tract 8206.05, Cook County, Illinois",50313,"$50,313"
1400000US17031820606,17031820606,"Census Tract 8206.06, Cook County, Illinois",88333,"$88,333"
1400000US17031820700,17031820700,"Census Tract 8207, Cook County, Illinois",61507,"$61,507"
1400000US17031820800,17031820800,"Census Tract 8208, Cook County, Illinois",76936,"$76,936"
1400000US17031820901,17031820901,"Census Tract 8209.01, Cook County, Illinois",66726,"$66,726"
1400000US17031820902,17031820902,"Census Tract 8209.02, Cook County, Illinois",95388,"$95,388"
1400000US17031821001,17031821001,"Census Tract 8210.01, Cook County, Illinois",53802,"$53,802"
1400000US17031821002,17031821002,"Census Tract 8210.02, Cook County, Illinois",64167,"$64,167"
1400000US17031821101,17031821101,"Census Tract 8211.01, Cook County, Illinois",76198,"$76,198"
1400000US17031821102,17031821102,"Census Tract 8211.02, Cook County, Illinois",72778,"$72,778"
1400000US17031821200,17031821200,"Census Tract 8212, Cook County, Illinois",36502,"$36,502"
1400000US17031821300,17031821300,"Census Tract 8213, Cook County, Illinois",43783,"$43,783"
1400000US17031821401,17031821401,"Census Tract 8214.01, Cook County, Illinois",50306,"$50,306"
1400000US17031821402,17031821402,"Census Tract 8214.02, Cook County, Illinois",61510,"$61,510"
1400000US17031821500,17031821500,"Census Tract 8215, Cook County, Illinois",23000,"$23,000"
1400000US17031821600,17031821600,"Census Tract 8216, Cook County, Illinois",74847,"$74,847"
1400000US17031821700,17031821700,"Census Tract 8217, Cook County, Illinois",90938,"$90,938"
1400000US17031821800,17031821800,"Census Tract 8218, Cook County, Illinois",78075,"$78,075"
1400000US17031821900,17031821900,"Census Tract 8219, Cook County, Illinois",93720,"$93,720"
1400000US17031822000,17031822000,"Census Tract 8220, Cook County, Illinois",52639,"$52,639"
1400000US17031822101,17031822101,"Census Tract 8221.01, Cook County, Illinois",70613,"$70,613"
1400000US17031822102,17031822102,"Census Tract 8221.02, Cook County, Illinois",65321,"$65,321"
1400000US17031822200,17031822200,"Census Tract 8222, Cook County, Illinois",80313,"$80,313"
1400000US17031822301,17031822301,"Census Tract 8223.01, Cook County, Illinois",88375,"$88,375"
1400000US17031822302,17031822302,"Census Tract 8223.02, Cook County, Illinois",58224,"$58,224"
1400000US17031822400,17031822400,"Census Tract 8224, Cook County, Illinois",54299,"$54,299"
1400000US17031822500,17031822500,"Census Tract 8225, Cook County, Illinois",81569,"$81,569"
1400000US17031822601,17031822601,"Census Tract 8226.01, Cook County, Illinois",76736,"$76,736"
1400000US17031822602,17031822602,"Census Tract 8226.02, Cook County, Illinois",74231,"$74,231"
1400000US17031822701,17031822701,"Census Tract 8227.01, Cook County, Illinois",63990,"$63,990"
1400000US17031822702,17031822702,"Census Tract 8227.02, Cook County, Illinois",67568,"$67,568"
1400000US17031822801,17031822801,"Census Tract 8228.01, Cook County, Illinois",82742,"$82,742"
1400000US17031822802,17031822802,"Census Tract 8228.02, Cook County, Illinois",91691,"$91,691"
1400000US17031822900,17031822900,"Census Tract 8229, Cook County, Illinois",53750,"$53,750"
1400000US17031823001,17031823001,"Census Tract 8230.01, Cook County, Illinois",56234,"$56,234"
1400000US17031823002,17031823002,"Census Tract 8230.02, Cook County, Illinois",66486,"$66,486"
1400000US17031823101,17031823101,"Census Tract 8231.01, Cook County, Illinois",49425,"$49,425"
1400000US17031823102,17031823102,"Census Tract 8231.02, Cook County, Illinois",75210,"$75,210"
1400000US17031823200,17031823200,"Census Tract 8232, Cook County, Illinois",59899,"$59,899"
1400000US17031823302,17031823302,"Census Tract 8233.02, Cook County, Illinois",49336,"$49,336"
1400000US17031823303,17031823303,"Census Tract 8233.03, Cook County, Illinois",78449,"$78,449"
1400000US17031823304,17031823304,"Census Tract 8233.04, Cook County, Illinois",50739,"$50,739"
1400000US17031823400,17031823400,"Census Tract 8234, Cook County, Illinois",58944,"$58,944"
1400000US17031823500,17031823500,"Census Tract 8235, Cook County, Illinois",57660,"$57,660"
1400000US17031823602,17031823602,"Census Tract 8236.02, Cook County, Illinois",72837,"$72,837"
1400000US17031823603,17031823603,"Census Tract 8236.03, Cook County, Illinois",64263,"$64,263"
1400000US17031823604,17031823604,"Census Tract 8236.04, Cook County, Illinois",106250,"$106,250"
1400000US17031823605,17031823605,"Census Tract 8236.05, Cook County, Illinois",87458,"$87,458"
1400000US17031823702,17031823702,"Census Tract 8237.02, Cook County, Illinois",79805,"$79,805"
1400000US17031823703,17031823703,"Census Tract 8237.03, Cook County, Illinois",62337,"$62,337"
1400000US17031823704,17031823704,"Census Tract 8237.04, Cook County, Illinois",94109,"$94,109"
1400000US17031823705,17031823705,"Census Tract 8237.05, Cook County, Illinois",65403,"$65,403"
1400000US17031823801,17031823801,"Census Tract 8238.01, Cook County, Illinois",110671,"$110,671"
1400000US17031823803,17031823803,"Census Tract 8238.03, Cook County, Illinois",75482,"$75,482"
1400000US17031823805,17031823805,"Census Tract 8238.05, Cook County, Illinois",56923,"$56,923"
1400000US17031823806,17031823806,"Census Tract 8238.06, Cook County, Illinois",51943,"$51,943"
1400000US17031823901,17031823901,"Census Tract 8239.01, Cook County, Illinois",113205,"$113,205"
1400000US17031823903,17031823903,"Census Tract 8239.03, Cook County, Illinois",106694,"$106,694"
1400000US17031823904,17031823904,"Census Tract 8239.04, Cook County, Illinois",106607,"$106,607"
1400000US17031824003,17031824003,"Census Tract 8240.03, Cook County, Illinois",103117,"$103,117"
1400000US17031824004,17031824004,"Census Tract 8240.04, Cook County, Illinois",96914,"$96,914"
1400000US17031824005,17031824005,"Census Tract 8240.05, Cook County, Illinois",127061,"$127,061"
1400000US17031824006,17031824006,"Census Tract 8240.06, Cook County, Illinois",150985,"$150,985"
1400000US17031824105,17031824105,"Census Tract 8241.05, Cook County, Illinois",102859,"$102,859"
1400000US17031824106,17031824106,"Census Tract 8241.06, Cook County, Illinois",93739,"$93,739"
1400000US17031824107,17031824107,"Census Tract 8241.07, Cook County, Illinois",79442,"$79,442"
1400000US17031824113,17031824113,"Census Tract 8241.13, Cook County, Illinois",108239,"$108,239"
1400000US17031824114,17031824114,"Census Tract 8241.14, Cook County, Illinois",124125,"$124,125"
1400000US17031824115,17031824115,"Census Tract 8241.15, Cook County, Illinois",88041,"$88,041"
1400000US17031824116,17031824116,"Census Tract 8241.16, Cook County, Illinois",69020,"$69,020"
1400000US17031824119,17031824119,"Census Tract 8241.19, Cook County, Illinois",95697,"$95,697"
1400000US17031824121,17031824121,"Census Tract 8241.21, Cook County, Illinois",85122,"$85,122"
1400000US17031824122,17031824122,"Census Tract 8241.22, Cook County, Illinois",102676,"$102,676"
1400000US17031824123,17031824123,"Census Tract 8241.23, Cook County, Illinois",87393,"$87,393"
1400000US17031824124,17031824124,"Census Tract 8241.24, Cook County, Illinois",82592,"$82,592"
1400000US17031824125,17031824125,"Census Tract 8241.25, Cook County, Illinois",110560,"$110,560"
1400000US17031824126,17031824126,"Census Tract 8241.26, Cook County, Illinois",155069,"$155,069"
1400000US17031824127,17031824127,"Census Tract 8241.27, Cook County, Illinois",104833,"$104,833"
1400000US17031824128,17031824128,"Census Tract 8241.28, Cook County, Illinois",87734,"$87,734"
1400000US17031824129,17031824129,"Census Tract 8241.29, Cook County, Illinois",88101,"$88,101"
1400000US17031824300,17031824300,"Census Tract 8243, Cook County, Illinois",34087,"$34,087"
1400000US17031824400,17031824400,"Census Tract 8244, Cook County, Illinois",42891,"$42,891"
1400000US17031824503,17031824503,"Census Tract 8245.03, Cook County, Illinois",72772,"$72,772"
1400000US17031824505,17031824505,"Census Tract 8245.05, Cook County, Illinois",66810,"$66,810"
1400000US17031824507,17031824507,"Census Tract 8245.07, Cook County, Illinois",81196,"$81,196"
1400000US17031824508,17031824508,"Census Tract 8245.08, Cook County, Illinois",63065,"$63,065"
1400000US17031824509,17031824509,"Census Tract 8245.09, Cook County, Illinois",105650,"$105,650"
1400000US17031824601,17031824601,"Census Tract 8246.01, Cook County, Illinois",82660,"$82,660"
1400000US17031824602,17031824602,"Census Tract 8246.02, Cook County, Illinois",68021,"$68,021"
1400000US17031824701,17031824701,"Census Tract 8247.01, Cook County, Illinois",52222,"$52,222"
1400000US17031824702,17031824702,"Census Tract 8247.02, Cook County, Illinois",53467,"$53,467"
1400000US17031824800,17031824800,"Census Tract 8248, Cook County, Illinois",52211,"$52,211"
1400000US17031824900,17031824900,"Census Tract 8249, Cook County, Illinois",40833,"$40,833"
1400000US17031825000,17031825000,"Census Tract 8250, Cook County, Illinois",66857,"$66,857"
1400000US17031825200,17031825200,"Census Tract 8252, Cook County, Illinois",79286,"$79,286"
1400000US17031825302,17031825302,"Census Tract 8253.02, Cook County, Illinois",85800,"$85,800"
1400000US17031825303,17031825303,"Census Tract 8253.03, Cook County, Illinois",70441,"$70,441"
1400000US17031825304,17031825304,"Census Tract 8253.04, Cook County, Illinois",85865,"$85,865"
1400000US17031825400,17031825400,"Census Tract 8254, Cook County, Illinois",71528,"$71,528"
1400000US17031825501,17031825501,"Census Tract 8255.01, Cook County, Illinois",54313,"$54,313"
1400000US17031825503,17031825503,"Census Tract 8255.03, Cook County, Illinois",62397,"$62,397"
1400000US17031825504,17031825504,"Census Tract 8255.04, Cook County, Illinois",66534,"$66,534"
1400000US17031825505,17031825505,"Census Tract 8255.05, Cook County, Illinois",63027,"$63,027"
1400000US17031825600,17031825600,"Census Tract 8256, Cook County, Illinois",48133,"$48,133"
1400000US17031825700,17031825700,"Census Tract 8257, Cook County, Illinois",50556,"$50,556"
1400000US17031825801,17031825801,"Census Tract 8258.01, Cook County, Illinois",41918,"$41,918"
1400000US17031825802,17031825802,"Census Tract 8258.02, Cook County, Illinois",62108,"$62,108"
1400000US17031825803,17031825803,"Census Tract 8258.03, Cook County, Illinois",54835,"$54,835"
1400000US17031825900,17031825900,"Census Tract 8259, Cook County, Illinois",56043,"$56,043"
1400000US17031826000,17031826000,"Census Tract 8260, Cook County, Illinois",56952,"$56,952"
1400000US17031826100,17031826100,"Census Tract 8261, Cook County, Illinois",52797,"$52,797"
1400000US17031826201,17031826201,"Census Tract 8262.01, Cook County, Illinois",40684,"$40,684"
1400000US17031826202,17031826202,"Census Tract 8262.02, Cook County, Illinois",44099,"$44,099"
1400000US17031826301,17031826301,"Census Tract 8263.01, Cook County, Illinois",64615,"$64,615"
1400000US17031826303,17031826303,"Census Tract 8263.03, Cook County, Illinois",58269,"$58,269"
1400000US17031826304,17031826304,"Census Tract 8263.04, Cook County, Illinois",49830,"$49,830"
1400000US17031826401,17031826401,"Census Tract 8264.01, Cook County, Illinois",51250,"$51,250"
1400000US17031826402,17031826402,"Census Tract 8264.02, Cook County, Illinois",44826,"$44,826"
1400000US17031826500,17031826500,"Census Tract 8265, Cook County, Illinois",46380,"$46,380"
1400000US17031826600,17031826600,"Census Tract 8266, Cook County, Illinois",40729,"$40,729"
1400000US17031826700,17031826700,"Census Tract 8267, Cook County, Illinois",34984,"$34,984"
1400000US17031826800,17031826800,"Census Tract 8268, Cook County, Illinois",52658,"$52,658"
1400000US17031826901,17031826901,"Census Tract 8269.01, Cook County, Illinois",27845,"$27,845"
1400000US17031826902,17031826902,"Census Tract 8269.02, Cook County, Illinois",31544,"$31,544"
1400000US17031827000,17031827000,"Census Tract 8270, Cook County, Illinois",40012,"$40,012"
1400000US17031827100,17031827100,"Census Tract 8271, Cook County, Illinois",28942,"$28,942"
1400000US17031827200,17031827200,"Census Tract 8272, Cook County, Illinois",52619,"$52,619"
1400000US17031827300,17031827300,"Census Tract 8273, Cook County, Illinois",22269,"$22,269"
1400000US17031827400,17031827400,"Census Tract 8274, Cook County, Illinois",30562,"$30,562"
1400000US17031827500,17031827500,"Census Tract 8275, Cook County, Illinois",53036,"$53,036"
1400000US17031827600,17031827600,"Census Tract 8276, Cook County, Illinois",41494,"$41,494"
1400000US17031827700,17031827700,"Census Tract 8277, Cook County, Illinois",47569,"$47,569"
1400000US17031827801,17031827801,"Census Tract 8278.01, Cook County, Illinois",70081,"$70,081"
1400000US17031827802,17031827802,"Census Tract 8278.02, Cook County, Illinois",93036,"$93,036"
1400000US17031827804,17031827804,"Census Tract 8278.04, Cook County, Illinois",61289,"$61,289"
1400000US17031827805,17031827805,"Census Tract 8278.05, Cook County, Illinois",84345,"$84,345"
1400000US17031827901,17031827901,"Census Tract 8279.01, Cook County, Illinois",94904,"$94,904"
1400000US17031827902,17031827902,"Census Tract 8279.02, Cook County, Illinois",53878,"$53,878"
1400000US17031828000,17031828000,"Census Tract 8280, Cook County, Illinois",61330,"$61,330"
1400000US17031828100,17031828100,"Census Tract 8281, Cook County, Illinois",57304,"$57,304"
1400000US17031828201,17031828201,"Census Tract 8282.01, Cook County, Illinois",69224,"$69,224"
1400000US17031828202,17031828202,"Census Tract 8282.02, Cook County, Illinois",51658,"$51,658"
1400000US17031828300,17031828300,"Census Tract 8283, Cook County, Illinois",56336,"$56,336"
1400000US17031828401,17031828401,"Census Tract 8284.01, Cook County, Illinois",71958,"$71,958"
1400000US17031828402,17031828402,"Census Tract 8284.02, Cook County, Illinois",46645,"$46,645"
1400000US17031828503,17031828503,"Census Tract 8285.03, Cook County, Illinois",51972,"$51,972"
1400000US17031828504,17031828504,"Census Tract 8285.04, Cook County, Illinois",47745,"$47,745"
1400000US17031828505,17031828505,"Census Tract 8285.05, Cook County, Illinois",90387,"$90,387"
1400000US17031828507,17031828507,"Census Tract 8285.07, Cook County, Illinois",86058,"$86,058"
1400000US17031828508,17031828508,"Census Tract 8285.08, Cook County, Illinois",47692,"$47,692"
1400000US17031828601,17031828601,"Census Tract 8286.01, Cook County, Illinois",88407,"$88,407"
1400000US17031828602,17031828602,"Census Tract 8286.02, Cook County, Illinois",101205,"$101,205"
1400000US17031828701,17031828701,"Census Tract 8287.01, Cook County, Illinois",64643,"$64,643"
1400000US17031828702,17031828702,"Census Tract 8287.02, Cook County, Illinois",63811,"$63,811"
1400000US17031828801,17031828801,"Census Tract 8288.01, Cook County, Illinois",104658,"$104,658"
1400000US17031828802,17031828802,"Census Tract 8288.02, Cook County, Illinois",77932,"$77,932"
1400000US17031828900,17031828900,"Census Tract 8289, Cook County, Illinois",61296,"$61,296"
1400000US17031829000,17031829000,"Census Tract 8290, Cook County, Illinois",30333,"$30,333"
1400000US17031829100,17031829100,"Census Tract 8291, Cook County, Illinois",32054,"$32,054"
1400000US17031829200,17031829200,"Census Tract 8292, Cook County, Illinois",51884,"$51,884"
1400000US17031829301,17031829301,"Census Tract 8293.01, Cook County, Illinois",82863,"$82,863"
1400000US17031829302,17031829302,"Census Tract 8293.02, Cook County, Illinois",45369,"$45,369"
1400000US17031829401,17031829401,"Census Tract 8294.01, Cook County, Illinois",33333,"$33,333"
1400000US17031829402,17031829402,"Census Tract 8294.02, Cook County, Illinois",44922,"$44,922"
1400000US17031829500,17031829500,"Census Tract 8295, Cook County, Illinois",45119,"$45,119"
1400000US17031829600,17031829600,"Census Tract 8296, Cook County, Illinois",52969,"$52,969"
1400000US17031829700,17031829700,"Census Tract 8297, Cook County, Illinois",43862,"$43,862"
1400000US17031829800,17031829800,"Census Tract 8298, Cook County, Illinois",126462,"$126,462"
1400000US17031829902,17031829902,"Census Tract 8299.02, Cook County, Illinois",82353,"$82,353"
1400000US17031829903,17031829903,"Census Tract 8299.03, Cook County, Illinois",69016,"$69,016"
1400000US17031829904,17031829904,"Census Tract 8299.04, Cook County, Illinois",77852,"$77,852"
1400000US17031830001,17031830001,"Census Tract 8300.01, Cook County, Illinois",38197,"$38,197"
1400000US17031830003,17031830003,"Census Tract 8300.03, Cook County, Illinois",101078,"$101,078"
1400000US17031830004,17031830004,"Census Tract 8300.04, Cook County, Illinois",103333,"$103,333"
1400000US17031830005,17031830005,"Census Tract 8300.05, Cook County, Illinois",92917,"$92,917"
1400000US17031830006,17031830006,"Census Tract 8300.06, Cook County, Illinois",-,-
1400000US17031830007,17031830007,"Census Tract 8300.07, Cook County, Illinois",56852,"$56,852"
1400000US17031830008,17031830008,"Census Tract 8300.08, Cook County, Illinois",100260,"$100,260"
1400000US17031830100,17031830100,"Census Tract 8301, Cook County, Illinois",91875,"$91,875"
1400000US17031830201,17031830201,"Census Tract 8302.01, Cook County, Illinois",41250,"$41,250"
1400000US17031830202,17031830202,"Census Tract 8302.02, Cook County, Illinois",77669,"$77,669"
1400000US17031830300,17031830300,"Census Tract 8303, Cook County, Illinois",50224,"$50,224"
1400000US17031830400,17031830400,"Census Tract 8304, Cook County, Illinois",55783,"$55,783"
1400000US17031830500,17031830500,"Census Tract 8305, Cook County, Illinois",40736,"$40,736"
1400000US17031830600,17031830600,"Census Tract 8306, Cook County, Illinois",59213,"$59,213"
1400000US17031830700,17031830700,"Census Tract 8307, Cook County, Illinois",60432,"$60,432"
1400000US17031830800,17031830800,"Census Tract 8308, Cook County, Illinois",79534,"$79,534"
1400000US17031830900,17031830900,"Census Tract 8309, Cook County, Illinois",123083,"$123,083"
1400000US17031831000,17031831000,"Census Tract 8310, Cook County, Illinois",161958,"$161,958"
1400000US17031831100,17031831100,"Census Tract 8311, Cook County, Illinois",88217,"$88,217"
1400000US17031831200,17031831200,"Census Tract 8312, Cook County, Illinois",48605,"$48,605"
1400000US17031831300,17031831300,"Census Tract 8313, Cook County, Illinois",46208,"$46,208"
1400000US17031831400,17031831400,"Census Tract 8314, Cook County, Illinois",35257,"$35,257"
1400000US17031831500,17031831500,"Census Tract 8315, Cook County, Illinois",66447,"$66,447"
1400000US17031831600,17031831600,"Census Tract 8316, Cook County, Illinois",51250,"$51,250"
1400000US17031831700,17031831700,"Census Tract 8317, Cook County, Illinois",40353,"$40,353"
1400000US17031831800,17031831800,"Census Tract 8318, Cook County, Illinois",68885,"$68,885"
1400000US17031831900,17031831900,"Census Tract 8319, Cook County, Illinois",135354,"$135,354"
1400000US17031832000,17031832000,"Census Tract 8320, Cook County, Illinois",126875,"$126,875"
1400000US17031832100,17031832100,"Census Tract 8321, Cook County, Illinois",84016,"$84,016"
1400000US17031832200,17031832200,"Census Tract 8322, Cook County, Illinois",136882,"$136,882"
1400000US17031832300,17031832300,"Census Tract 8323, Cook County, Illinois",117015,"$117,015"
1400000US17031832400,17031832400,"Census Tract 8324, Cook County, Illinois",122372,"$122,372"
1400000US17031832500,17031832500,"Census Tract 8325, Cook County, Illinois",149000,"$149,000"
1400000US17031832600,17031832600,"Census Tract 8326, Cook County, Illinois",187857,"$187,857"
1400000US17031832900,17031832900,"Census Tract 8329, Cook County, Illinois",70022,"$70,022"
1400000US17031833000,17031833000,"Census Tract 8330, Cook County, Illinois",172750,"$172,750"
1400000US17031833100,17031833100,"Census Tract 8331, Cook County, Illinois",135313,"$135,313"
1400000US17031833300,17031833300,"Census Tract 8333, Cook County, Illinois",69659,"$69,659"
1400000US17031833900,17031833900,"Census Tract 8339, Cook County, Illinois",35822,"$35,822"
