tract,cz,kfr_pooled_pooled_p25,kfr_pooled_pooled_p25_percent,kfr_pooled_pooled_p25_se,jail_pooled_pooled_p25,jail_pooled_pooled_p25_percent,jail_pooled_pooled_p25_se,pooled_pooled_count
840103,24300,0.51323867,51.3%,0.024098504,0.005452808,0.5%,0.00533618,305.69653
840104,24300,0.44484127,44.5%,0.01758006,0.011640443,1.2%,0.006760363,873.6712
840201,24300,0.48889625,48.9%,0.030655099,0.000977671,0.1%,0.0044903,195.98628
840202,24300,0.59257299,59.3%,0.029989954,1.54647E-05,0.0%,0.003775493,162.32605
840303,24300,0.51868081,51.9%,0.024494838,0.00262432,0.3%,0.006409806,367.27893
840304,24300,0.5075351,50.8%,0.037978422,-0.012290681,-1.2%,0.005543592,137.02921
840600,24300,0.55049568,55.0%,0.031711247,0.015541471,1.6%,0.012017956,200.76186
840703,24300,0.494809,49.5%,0.025699195,0.009219459,0.9%,0.009023659,274.50815
840704,24300,0.45624533,45.6%,0.027207442,0.009646121,1.0%,0.010756105,259.95865
840705,24300,0.53461325,53.5%,0.026379056,0.013600547,1.4%,0.011017472,243.63216
840706,24300,0.57636464,57.6%,0.033111408,0.003741534,0.4%,0.005627406,138.36678
840801,24300,0.47155946,47.2%,0.017860796,0.002297461,0.2%,0.004270093,650.38361
840802,24300,0.42021829,42.0%,0.0204037,0.006249189,0.6%,0.005199537,458.88702
840901,24300,0.42940906,42.9%,0.023340702,0.003365298,0.3%,0.005085176,274.24649
840904,24300,0.48655176,48.7%,0.020539818,0.006051742,0.6%,0.00540066,327.13907
840906,24300,0.49495098,49.5%,0.028637044,0.005361318,0.5%,0.009393528,234.04849
840907,24300,0.5265342,52.7%,0.022504741,0.029496208,2.9%,0.015397963,389.4223
840908,24300,0.50851774,50.9%,0.020181298,0.01815702,1.8%,0.009851367,435.03653
840910,24300,0.45601055,45.6%,0.017100587,0.001683866,0.2%,0.003371036,602.58215
840911,24300,0.55459011,55.5%,0.026773404,0.001501181,0.2%,0.006044699,303.88574
841002,24300,0.50688219,50.7%,0.046310112,-0.00025123,0.0%,0.006641986,80.238266
841003,24300,0.44728258,44.7%,0.028145244,0.003900989,0.4%,0.005070445,186.39023
841004,24300,0.52501106,52.5%,0.031003714,-0.002141944,-0.2%,0.005297116,174.53212
841102,24300,0.51747084,51.7%,0.022238884,0.013931314,1.4%,0.008899963,392.74728
841103,24300,0.57606632,57.6%,0.026510267,0.000897771,0.1%,0.003755816,204.74136
841104,24300,0.52582926,52.6%,0.034707118,0.015529562,1.6%,0.012603889,135.95674
841108,24300,0.45825633,45.8%,0.021676674,0.01080092,1.1%,0.007907602,563.43207
841109,24300,0.50855654,50.9%,0.022091564,0.024987547,2.5%,0.012474431,285.02179
841110,24300,0.54036361,54.0%,0.032132819,0.016362472,1.6%,0.012027639,157.03232
841111,24300,0.58323479,58.3%,0.033030432,0.007593347,0.8%,0.007592988,136.30357
841112,24300,0.50990361,51.0%,0.032782946,0.006784182,0.7%,0.007722584,134.3259
841113,24300,0.48077977,48.1%,0.030346321,0.002570376,0.3%,0.004573163,146.44763
841114,24300,0.50253218,50.3%,0.034415983,-0.001464664,-0.1%,0.004420681,133.99577
841204,24300,0.51339197,51.3%,0.018907733,0.010493773,1.0%,0.005280902,415.33374
841205,24300,0.56490922,56.5%,0.025793422,-0.003888055,-0.4%,0.002950061,253.3215
841206,24300,0.46914557,46.9%,0.028648896,0.016047716,1.6%,0.010569326,245.58875
841207,24300,0.48228866,48.2%,0.025404789,0.000418504,0.0%,0.004893759,197.02576
841208,24300,0.46789894,46.8%,0.021065913,0.004822163,0.5%,0.005081985,384.58136
841209,24300,0.59863526,59.9%,0.036830999,-0.018604212,-1.9%,0.005165009,154.02815
841210,24300,0.48959732,49.0%,0.020259041,0.021963952,2.2%,0.009909781,384.44321
841307,24300,0.50188291,50.2%,0.028423138,0.005544509,0.6%,0.005487808,259.13242
841308,24300,0.67976093,68.0%,0.070129588,-0.025207164,-2.5%,0.020680372,64.206894
841310,24300,0.46732658,46.7%,0.066546209,0.042505559,4.3%,0.054487716,91.339211
841312,24300,0.39014572,39.0%,0.023599433,0.053564969,5.4%,0.025928052,344.95517
841313,24300,0.39788842,39.8%,0.053180687,0.061560728,6.2%,0.060856931,64.720154
841314,24300,0.54256403,54.3%,0.026465405,0.001067322,0.1%,0.003339092,294.77994
841315,24300,0.45336199,45.3%,0.031600643,0.007579019,0.8%,0.008380461,291.71924
841316,24300,0.5621928,56.2%,0.04163998,-0.004222763,-0.4%,0.009971017,110.99927
841318,24300,0.49049088,49.0%,0.042924069,0.010220747,1.0%,0.013916851,192.56158
841320,24300,0.48609984,48.6%,0.032207184,-0.001937717,-0.2%,0.008576398,339.34146
841321,24300,0.49348536,49.3%,0.061845049,0.007198079,0.7%,0.018156229,129.33983
841322,24300,0.55486333,55.5%,0.026792269,0.009656027,1.0%,0.008612173,397.85495
841323,24300,0.52131063,52.1%,0.031759009,0.018685538,1.9%,0.015629465,273.08279
841324,24300,0.49719501,49.7%,0.038708862,-0.001207779,-0.1%,0.004690688,121.17785
841325,24300,0.56250042,56.3%,0.028217809,0.009662683,1.0%,0.007966156,302.29568
841326,24300,0.59554362,59.6%,0.053228956,-0.007557158,-0.8%,0.013081001,80.554832
841327,24300,0.52925217,52.9%,0.039091673,-0.000295886,0.0%,0.009552989,138.56212
841401,24300,0.43884519,43.9%,0.021998459,0.002478372,0.2%,0.004030917,402.58609
841403,24300,0.4958376,49.6%,0.040077925,-0.003605059,-0.4%,0.00485604,128.07042
841404,24300,0.52645463,52.6%,0.041515764,0.005150154,0.5%,0.008808465,108.01662
841501,24300,0.42693791,42.7%,0.015728181,0.003020224,0.3%,0.003255105,785.43176
841503,24300,0.40796724,40.8%,0.018827284,0.002204909,0.2%,0.004739411,508.95004
841504,24300,0.43847585,43.8%,0.022194149,0.033405144,3.3%,0.015504465,412.19272
841603,24300,0.42433909,42.4%,0.023252593,0.028875684,2.9%,0.014010972,322.63126
841604,24300,0.48191947,48.2%,0.027389245,-6.892E-05,0.0%,0.004743958,261.78604
841605,24300,0.47453994,47.5%,0.029455716,0.002574547,0.3%,0.004611323,195.87016
841606,24300,0.44419232,44.4%,0.042731974,0.01979802,2.0%,0.020709272,97.062523
841607,24300,0.47667155,47.7%,0.023368575,0.010508177,1.1%,0.007475926,359.57211
841703,24300,0.41321474,41.3%,0.013131193,0.025047593,2.5%,0.008106397,1123.5499
841704,24300,0.5186035,51.9%,0.034564439,0.016096244,1.6%,0.012883403,179.96034
841705,24300,0.38967299,39.0%,0.023252556,0.02489916,2.5%,0.013700749,311.03522
841706,24300,0.4897486,49.0%,0.016942685,0.020289969,2.0%,0.008862367,541.12244
841801,24300,0.48330465,48.3%,0.027694371,0.001791503,0.2%,0.003718629,223.33768
841802,24300,0.48204029,48.2%,0.033447601,0.008984077,0.9%,0.006467989,180.21329
841901,24300,0.57254189,57.3%,0.056468681,0.062952615,6.3%,0.063505188,41.444111
841902,24300,0.4796747,48.0%,0.043458533,0.003470693,0.3%,0.008635256,148.52296
842000,24300,0.5025453,50.3%,0.053039275,-0.011518258,-1.2%,0.009995969,80.98774
842100,24300,0.53734118,53.7%,0.032881334,0.005004853,0.5%,0.006697162,193.7153
842200,24300,0.49085891,49.1%,0.039555181,0.004926045,0.5%,0.007950475,124.46173
842300,24300,0.49219799,49.2%,0.050426766,0.037840825,3.8%,0.041559707,89.423782
842400,24300,0.45790577,45.8%,0.02439307,-0.003410911,-0.3%,0.003803871,363.04831
842500,24300,0.53324682,53.3%,0.040836461,0.005811644,0.6%,0.009321369,124.57479
842601,24300,0.5497396,55.0%,0.061457288,-0.012693964,-1.3%,0.009957632,58.944633
842602,24300,0.47572494,47.6%,0.070487052,-0.012935543,-1.3%,0.012251857,59.676437
842603,24300,0.51364112,51.4%,0.033900972,0.000797736,0.1%,0.00476254,139.02217
842604,24300,0.44263962,44.3%,0.028271567,0.033395439,3.3%,0.018839911,242.71815
842605,24300,0.49255744,49.3%,0.034425087,0.012020444,1.2%,0.009870576,174.44783
842702,24300,0.43765062,43.8%,0.034489017,0.011091784,1.1%,0.010237143,201.41647
842703,24300,0.54760182,54.8%,0.036766116,0.002352813,0.2%,0.005819661,213.34343
842704,24300,0.55832744,55.8%,0.027027769,0.016531656,1.7%,0.011165195,287.32318
842706,24300,0.44615766,44.6%,0.032715295,-0.006847636,-0.7%,0.003750507,170.31906
842708,24300,0.44031152,44.0%,0.055734005,0.010473944,1.0%,0.019421872,51.316116
842709,24300,0.50066704,50.1%,0.031506393,0.012869376,1.3%,0.008976889,181.67889
842710,24300,0.54797465,54.8%,0.029157646,0.021804539,2.2%,0.013884,191.09599
842711,24300,0.67618406,67.6%,0.056769669,0.004084337,0.4%,0.016442297,60.735733
842800,24300,0.52101064,52.1%,0.039433233,-0.004505742,-0.5%,0.004801192,145.09099
842900,24300,0.53328842,53.3%,0.041190527,0.020115767,2.0%,0.019237954,125.39623
843000,24300,0.51253217,51.3%,0.036162812,0.003936636,0.4%,0.005677667,169.16534
843100,24300,0.48585817,48.6%,0.0241882,0.016807955,1.7%,0.010277032,323.92676
843200,24300,0.44040486,44.0%,0.020597694,0.012908873,1.3%,0.006729748,428.19916
843301,24300,0.46557355,46.6%,0.024693636,0.013520825,1.4%,0.007111892,274.63773
843302,24300,0.49528,49.5%,0.037602905,0.019112276,1.9%,0.017538087,138.77698
843400,24300,0.49555123,49.6%,0.035633817,-0.010578506,-1.1%,0.005361559,165.55788
843500,24300,0.45228264,45.2%,0.026940173,0.010425589,1.0%,0.007751591,255.55614
843601,24300,0.48283732,48.3%,0.028627902,-0.000212048,0.0%,0.005930347,264.74417
843602,24300,0.50028259,50.0%,0.040542446,0.002472859,0.2%,0.006478237,131.19026
843700,24300,0.45174181,45.2%,0.033863433,0.004956471,0.5%,0.007192606,182.88097
843800,24300,0.44865474,44.9%,0.031599361,-0.002158126,-0.2%,0.004817194,168.84073
843900,24300,0.46861592,46.9%,0.038183693,0.010921368,1.1%,0.010919507,145.82108
844001,24300,0.49215057,49.2%,0.047592755,-0.003529738,-0.4%,0.006002623,112.70421
844002,24300,0.55609238,55.6%,0.048859373,-0.012115403,-1.2%,0.011045302,98.695404
844100,24300,0.55416083,55.4%,0.042756211,0.012255289,1.2%,0.012176964,116.22778
844201,24300,0.50356376,50.4%,0.022359796,0.00768495,0.8%,0.004929987,359.99823
844202,24300,0.45535997,45.5%,0.047059044,0.003210137,0.3%,0.007617602,88.639809
844301,24300,0.56262058,56.3%,0.02662251,-0.005006057,-0.5%,0.004300912,219.10204
844304,24300,0.4676778,46.8%,0.027627628,0.000683642,0.1%,0.005656657,155.1557
844305,24300,0.50556231,50.6%,0.037151236,0.043678217,4.4%,0.030609252,108.26096
844306,24300,0.44154468,44.2%,0.017127661,0.019208375,1.9%,0.009058903,588.03088
844307,24300,0.42151615,42.2%,0.030278694,0.02260177,2.3%,0.016116716,216.61864
844401,24300,0.5356459,53.6%,0.051369675,-0.009673393,-1.0%,0.0119476,58.150505
844402,24300,0.45110002,45.1%,0.034628857,0.004260236,0.4%,0.004947522,136.85074
844501,24300,0.51751947,51.8%,0.036178526,0.017973293,1.8%,0.013461005,101.09981
844502,24300,0.56109989,56.1%,0.075368606,-0.019320995,-1.9%,0.018683091,34.51432
844601,24300,0.52558661,52.6%,0.041143045,-0.001649326,-0.2%,0.006102816,69.778137
844602,24300,0.55031139,55.0%,0.034596834,0.017634073,1.8%,0.012845621,126.83162
844701,24300,0.44813159,44.8%,0.025148926,0.003310073,0.3%,0.004400419,277.51706
844702,24300,0.47611243,47.6%,0.034517899,0.006184795,0.6%,0.006980416,181.31137
844801,24300,0.50162435,50.2%,0.029663719,0.008229963,0.8%,0.006594731,211.41081
844802,24300,0.46347943,46.3%,0.038199317,0.007778213,0.8%,0.008887122,139.71716
844901,24300,0.43177426,43.2%,0.037618678,0.082591124,8.3%,0.041253712,140.76295
844902,24300,0.50694615,50.7%,0.04739343,-0.006192047,-0.6%,0.012092781,89.271622
845000,24300,0.49184239,49.2%,0.025278218,0.008745223,0.9%,0.00606513,331.19186
845100,24300,0.51637518,51.6%,0.03978781,-0.002791291,-0.3%,0.009140156,182.05916
845200,24300,0.6855427,68.6%,0.048311099,-0.006537704,-0.7%,0.010606768,118.96855
845300,24300,0.62183863,62.2%,0.069929227,0.02893199,2.9%,0.039841019,48.224628
845401,24300,0.4947874,49.5%,0.036437325,0.023469588,2.3%,0.020369811,127.09846
845402,24300,0.48843244,48.8%,0.038222037,0.004445963,0.4%,0.006000062,135.14624
845502,24300,0.51173806,51.2%,0.026994502,0.018933421,1.9%,0.013343873,239.1803
845505,24300,0.46025848,46.0%,0.025919758,0.043454211,4.3%,0.021142928,209.51904
845506,24300,0.43882191,43.9%,0.026071923,0.036582187,3.7%,0.01845495,293.1886
845507,24300,0.62933201,62.9%,0.042709779,0.003287063,0.3%,0.006060578,80.758301
845508,24300,0.46538824,46.5%,0.046214946,0.01178561,1.2%,0.014098205,109.16452
845509,24300,0.53297538,53.3%,0.038951572,0.005808122,0.6%,0.008538135,105.02402
845510,24300,0.48571536,48.6%,0.032696724,0.013596212,1.4%,0.013813802,194.27728
845601,24300,0.45180777,45.2%,0.023582468,0.000296593,0.0%,0.003718779,288.7121
845602,24300,0.49184072,49.2%,0.034115534,0.005200199,0.5%,0.007223479,158.29491
845701,24300,0.4969157,49.7%,0.033119667,0.011966643,1.2%,0.009310543,157.31378
845702,24300,0.52793354,52.8%,0.035539057,0.00422823,0.4%,0.004445729,143.03896
845703,24300,0.52709782,52.7%,0.034842052,0.022849869,2.3%,0.01726562,164.43915
845704,24300,0.51723075,51.7%,0.030219484,0.032459989,3.2%,0.020474186,154.23268
845802,24300,0.55433059,55.4%,0.046535198,0.025750369,2.6%,0.027816415,80.025742
845803,24300,0.46412206,46.4%,0.022906946,0.031951305,3.2%,0.016165182,530.92603
845805,24300,0.51672047,51.7%,0.031067614,0.01151852,1.2%,0.009549041,207.25233
845807,24300,0.52111125,52.1%,0.035667025,0.005706179,0.6%,0.009720419,141.70827
845808,24300,0.59171331,59.2%,0.072365828,0.057882849,5.8%,0.081403077,61.278889
845809,24300,0.50000346,50.0%,0.034428373,0.040089045,4.0%,0.028133659,141.83609
845810,24300,0.47204077,47.2%,0.026907369,0.015598921,1.6%,0.010367321,210.01686
845811,24300,0.47969976,48.0%,0.032035336,-0.012945024,-1.3%,0.00601286,193.69127
845901,24300,0.39589465,39.6%,0.064204358,-0.021818688,-2.2%,0.012624685,40.743023
845902,24300,0.55225945,55.2%,0.035896711,-0.013100342,-1.3%,0.006494962,180.66428
846002,24300,0.4240545,42.4%,0.028051784,0.003356237,0.3%,0.005128545,197.99135
846003,24300,0.49131301,49.1%,0.031717956,-0.001916443,-0.2%,0.004260554,171.96007
846004,24300,0.47476795,47.5%,0.026711615,-0.001634834,-0.2%,0.00465458,236.10484
846102,24300,0.4435299,44.4%,0.021053171,0.01186634,1.2%,0.006906702,343.31104
846103,24300,0.4969098,49.7%,0.035444293,-0.017990345,-1.8%,0.007631027,127.71706
846104,24300,0.57300371,57.3%,0.032135725,0.012832282,1.3%,0.009191564,160.67963
846105,24300,0.46796963,46.8%,0.048855208,0.049193237,4.9%,0.04146219,81.144203
846106,24300,0.5189628,51.9%,0.042578299,0.006925795,0.7%,0.011972846,81.061714
846201,24300,0.47885293,47.9%,0.026960744,0.013783899,1.4%,0.009629808,240.62567
846202,24300,0.58554757,58.6%,0.031814352,0.010919763,1.1%,0.010369063,150.35338
846203,24300,0.54122937,54.1%,0.044026289,-0.016378518,-1.6%,0.007867119,79.684715
846205,24300,0.50861543,50.9%,0.047769416,0.015544786,1.6%,0.018279703,73.56826
846206,24300,0.48025012,48.0%,0.037606522,0.003281242,0.3%,0.008895153,122.48006
846207,24300,0.56055671,56.1%,0.038569529,-0.001233373,-0.1%,0.005482447,100.06059
846208,24300,0.53266543,53.3%,0.06626036,0.034713406,3.5%,0.045821253,33.342018
846209,24300,0.48602286,48.6%,0.050611671,0.013429736,1.3%,0.018942336,91.998817
846304,24300,0.60044163,60.0%,0.037032202,-0.002660197,-0.3%,0.006230041,150.72974
846305,24300,0.53017169,53.0%,0.020836925,0.009606158,1.0%,0.005840276,326.12531
846307,24300,0.49857128,49.9%,0.022415098,0.002701848,0.3%,0.003520547,306.0509
846308,24300,0.45086476,45.1%,0.018794026,0.015139612,1.5%,0.008252642,414.74808
846310,24300,0.4437167,44.4%,0.017446008,0.015207984,1.5%,0.007501096,547.9621
846311,24300,0.48397169,48.4%,0.022550449,0.012689047,1.3%,0.006350427,272.21539
846312,24300,0.5191856,51.9%,0.032956485,0.02260937,2.3%,0.015694445,139.76976
846313,24300,0.54701537,54.7%,0.042356405,-0.003508334,-0.4%,0.010063894,82.388664
846314,24300,0.42256543,42.3%,0.036377948,0.013023412,1.3%,0.010839907,141.76807
846315,24300,0.52011979,52.0%,0.032475702,0.008156925,0.8%,0.00650222,135.7003
846404,24300,0.48502585,48.5%,0.023529926,0.012234991,1.2%,0.007326831,275.33121
846405,24300,0.54288465,54.3%,0.062155087,-0.002060335,-0.2%,0.013303286,50.35397
846408,24300,0.48664865,48.7%,0.059077743,0.006149025,0.6%,0.014663467,88.069641
846409,24300,0.44668972,44.7%,0.04283189,0.019804582,2.0%,0.020307679,113.38997
846410,24300,0.43204173,43.2%,0.024142543,0.060655158,6.1%,0.025457608,268.9899
846411,24300,0.45131016,45.1%,0.026350863,0.013672158,1.4%,0.01171583,245.29671
846412,24300,0.48199746,48.2%,0.032215871,0.003566327,0.4%,0.004930016,148.68819
846413,24300,0.48996171,49.0%,0.04277632,-0.005140432,-0.5%,0.005279083,73.963142
846504,24300,0.46470857,46.5%,0.026538566,0.06296134,6.3%,0.029097239,233.68657
846507,24300,0.4208999,42.1%,0.042486355,-0.003840089,-0.4%,0.014257249,146.63887
846509,24300,0.45091191,45.1%,0.023625854,0.030446691,3.0%,0.016914355,312.79498
846510,24300,0.47315893,47.3%,0.029179871,0.00558253,0.6%,0.007472557,134.33879
846511,24300,0.43814114,43.8%,0.021300199,0.024363432,2.4%,0.011825649,395.30334
846513,24300,0.45843723,45.8%,0.059101366,-0.009479323,-0.9%,0.015278122,60.035526
846514,24300,0.51916832,51.9%,0.04597256,-0.0218316,-2.2%,0.010643915,258.96851
846515,24300,0.42874956,42.9%,0.022776904,0.032405462,3.2%,0.015770024,343.09323
846517,24300,0.43548188,43.5%,0.034143172,0.00245023,0.2%,0.007024209,424.38031
846518,24300,0.57681912,57.7%,0.049637925,0.008664568,0.9%,0.013943861,83.538582
846519,24300,0.50660044,50.7%,0.035072248,0.014321022,1.4%,0.013322299,179.51668
846521,24300,0.53640723,53.6%,0.055145107,0.011279429,1.1%,0.016440643,68.305634
846522,24300,0.63731927,63.7%,0.052011371,0.12124177,12.1%,0.058813773,182.6162
846523,24300,0.50634021,50.6%,0.06386663,-0.010370376,-1.0%,0.011785229,38.15818
846524,24300,0.55941999,55.9%,0.040165842,0.007042799,0.7%,0.011555543,132.73854
846603,24300,0.43906572,43.9%,0.019945037,0.014592525,1.5%,0.009034082,494.93301
846604,24300,0.50553054,50.6%,0.025706796,0.011319257,1.1%,0.008555723,304.93805
846701,24300,0.46635246,46.6%,0.021766864,0.01426576,1.4%,0.009060088,378.30023
846702,24300,0.48472279,48.5%,0.024401499,0.01712727,1.7%,0.010517066,341.81061
102,24300,0.41225642,41.2%,0.026615512,0.051246304,5.1%,0.029373331,162.08147
103,24300,0.39647132,39.6%,0.038547494,0.04745061,4.7%,0.032379944,160.59729
200,24300,0.45165265,45.2%,0.023873284,0.012257016,1.2%,0.006736619,244.22305
300,24300,0.44312292,44.3%,0.021859232,0.012640404,1.3%,0.007241114,341.54416
400,24300,0.40259483,40.3%,0.023500498,0.047848891,4.8%,0.019317064,222.86215
500,24300,0.50692523,50.7%,0.033698231,0.010426885,1.0%,0.009527688,137.31796
600,24300,0.44292009,44.3%,0.037275426,-0.003802104,-0.4%,0.006477489,160.44012
700,24300,0.44764027,44.8%,0.022675442,0.039238121,3.9%,0.01825537,282.85706
800,24300,0.45353577,45.4%,0.02820511,0.0070097,0.7%,0.006346037,223.25504
900,24300,0.4181737,41.8%,0.027669292,0.051764954,5.2%,0.028794628,334.0614
850101,24300,0.40001625,40.0%,0.017226128,0.010734318,1.1%,0.006653332,638.94775
850103,24300,0.49680182,49.7%,0.042831153,0.015674202,1.6%,0.016003685,147.10287
850105,24300,0.53670985,53.7%,0.031245414,0.007423358,0.7%,0.007209211,290.58728
850106,24300,0.41276023,41.3%,0.021946715,0.011457006,1.1%,0.006221541,293.64969
850201,24300,0.37329108,37.3%,0.015975041,0.014359638,1.4%,0.00776724,636.88434
850202,24300,0.39238054,39.2%,0.011444123,0.008739999,0.9%,0.003320117,1287.7373
850301,24300,0.3940123,39.4%,0.01124873,0.020771734,2.1%,0.006026123,1505.807
850302,24300,0.3881996,38.8%,0.015787099,0.015384398,1.5%,0.007332223,585.50226
850400,24300,0.45634177,45.6%,0.042575233,0.002658678,0.3%,0.007238478,79.363602
850500,24300,0.38734382,38.7%,0.027219212,0.006794476,0.7%,0.006417764,190.2231
850600,24300,0.40922093,40.9%,0.028763825,0.009643417,1.0%,0.008045954,179.4977
850701,24300,0.51304275,51.3%,0.026623059,-0.00190774,-0.2%,0.002669733,231.13188
850702,24300,0.51533729,51.5%,0.027884971,0.003721301,0.4%,0.00359741,197.14552
850703,24300,0.58399361,58.4%,0.042282309,0.001853921,0.2%,0.008559748,111.40154
850800,24300,0.44722828,44.7%,0.015721355,0.019685598,2.0%,0.007993585,761.13312
851000,24300,0.40152615,40.2%,0.015776604,0.027456837,2.7%,0.009646501,445.32486
851101,24300,0.37559813,37.6%,0.018343028,0.039212506,3.9%,0.01597224,460.90964
851102,24300,0.42059189,42.1%,0.018838974,0.012485728,1.2%,0.007118035,435.69357
851301,24300,0.34419563,34.4%,0.013625387,0.04079454,4.1%,0.012849724,861.80902
851302,24300,0.35601297,35.6%,0.012692614,0.044579137,4.5%,0.01222222,851.19672
851400,24300,0.39032117,39.0%,0.011191322,0.011821426,1.2%,0.004634515,1397.6888
851500,24300,0.35314918,35.3%,0.018807221,0.037198581,3.7%,0.019958701,310.72235
851600,24300,0.3947401,39.5%,0.014173814,0.022486679,2.2%,0.007679923,914.19061
851801,24300,0.43172309,43.2%,0.020725386,0.010553507,1.1%,0.006604878,487.52103
851904,24300,0.39201835,39.2%,0.018217303,0.017827552,1.8%,0.007761834,453.82263
851905,24300,0.52531087,52.5%,0.043649446,0.016821029,1.7%,0.018686788,185.28114
851907,24300,0.45977786,46.0%,0.028311569,0.023640141,2.4%,0.016674031,330.64975
851908,24300,0.42984247,43.0%,0.023136536,0.010875618,1.1%,0.007581652,229.50151
851909,24300,0.44417539,44.4%,0.02920337,0.012468414,1.2%,0.008272903,158.22937
851910,24300,0.43061075,43.1%,0.0244876,0.047015291,4.7%,0.020524226,217.12299
852001,24300,0.38716692,38.7%,0.023167059,0.025808673,2.6%,0.013373729,360.01831
852002,24300,0.47596651,47.6%,0.020223752,0.01634503,1.6%,0.00725255,351.06345
852003,24300,0.46399477,46.4%,0.041998837,0.013742375,1.4%,0.01529591,88.169868
852101,24300,0.54701865,54.7%,0.042900991,0.010370423,1.0%,0.013611411,114.43145
852102,24300,0.47846246,47.8%,0.034501255,0.00183412,0.2%,0.006031926,143.42348
852201,24300,0.4910993,49.1%,0.032059267,0.004930607,0.5%,0.006347792,190.33966
852202,24300,0.4754642,47.5%,0.02102204,0.020132203,2.0%,0.009997327,318.84219
852300,24300,0.51728952,51.7%,0.031939678,-0.009056079,-0.9%,0.006834776,98.34111
852401,24300,0.51634294,51.6%,0.03909263,0.024981439,2.5%,0.021265207,120.41821
852402,24300,0.49462926,49.5%,0.03951725,0.006972531,0.7%,0.009466133,130.95988
852403,24300,0.52092832,52.1%,0.028916543,0.031972539,3.2%,0.019395318,228.60271
852500,24300,0.43414795,43.4%,0.024202563,0.012778034,1.3%,0.006757041,378.61255
852601,24300,0.47533613,47.5%,0.025781998,0.003885683,0.4%,0.003027232,239.42499
852606,24300,0.52198935,52.2%,0.061729729,-0.012113418,-1.2%,0.009634412,44.091076
852700,24300,0.4339793,43.4%,0.020193638,0.006637228,0.7%,0.004164481,411.90128
852803,24300,0.48669884,48.7%,0.028175881,0.008506664,0.9%,0.005787211,217.3521
852805,24300,0.44495732,44.5%,0.025087656,0.021134129,2.1%,0.011765745,338.74237
852806,24300,0.40891171,40.9%,0.061251886,0.009661041,1.0%,0.01847985,78.479767
852807,24300,0.52362293,52.4%,0.065791763,0.037789892,3.8%,0.057514962,69.701492
852808,24300,0.48126003,48.1%,0.02616764,0.017864525,1.8%,0.009404847,255.60706
852903,24300,0.37918678,37.9%,0.015946893,0.050429571,5.0%,0.017048882,422.93045
852904,24300,0.38367394,38.4%,0.018450037,0.035428897,3.5%,0.015016939,473.12268
852905,24300,0.36191386,36.2%,0.01398008,0.04162775,4.2%,0.013272753,721.17426
852906,24300,0.37165844,37.2%,0.019917186,0.049596485,5.0%,0.021904957,346.61395
852907,24300,0.34250164,34.3%,0.015710808,0.034425478,3.4%,0.012411292,536.47601
853001,24300,0.39586335,39.6%,0.028884521,-0.005965658,-0.6%,0.006700288,217.46347
853004,24300,0.45340788,45.3%,0.035323624,0.02203772,2.2%,0.016739944,132.7934
853005,24300,0.37595215,37.6%,0.019549085,0.040162649,4.0%,0.016721459,356.49841
853006,24300,0.43460289,43.5%,0.025069317,0.014484163,1.4%,0.010840158,245.65799
853007,24300,0.37191722,37.2%,0.012888092,0.049413994,4.9%,0.011285652,895.58057
853008,24300,0.35949478,35.9%,0.016861813,0.037742175,3.8%,0.015425165,544.62238
853100,24300,0.38577846,38.6%,0.02006676,0.028760033,2.9%,0.012973677,306.7478
853200,24300,0.37840521,37.8%,0.011655121,0.041958228,4.2%,0.010116898,1193.3271
853300,24300,0.39184639,39.2%,0.018639974,0.04057835,4.1%,0.015902596,584.87042
853400,24300,0.36764842,36.8%,0.008671357,0.031806808,3.2%,0.006732164,1994.4802
853500,24300,0.36897174,36.9%,0.011369932,0.039777867,4.0%,0.010712286,1122.8827
853600,24300,0.35488531,35.5%,0.008839207,0.027870141,2.8%,0.00645201,1765.7408
853900,24300,0.48170495,48.2%,0.022514571,0.029037384,2.9%,0.015300156,345.82657
854001,24300,0.463833,46.4%,0.028628264,0.004221175,0.4%,0.004145192,191.05095
854002,24300,0.42229071,42.2%,0.016574088,0.009792298,1.0%,0.005615916,612.64697
854100,24300,0.37775216,37.8%,0.014619012,0.030644875,3.1%,0.011552128,828.56573
854200,24300,0.38993669,39.0%,0.01616499,0.030033134,3.0%,0.012346459,743.92126
854301,24300,0.36350623,36.4%,0.01278516,0.021101106,2.1%,0.007931569,971.25452
854302,24300,0.37729704,37.7%,0.015623676,0.013854907,1.4%,0.008286431,739.57599
854400,24300,0.39295545,39.3%,0.011333284,0.026024844,2.6%,0.00716056,1332.7323
854501,24300,0.49941421,49.9%,0.03343153,-0.000991859,-0.1%,0.006568868,185.97696
854503,24300,0.47833636,47.8%,0.030317629,0.025013635,2.5%,0.01655741,179.4545
854504,24300,0.56499231,56.5%,0.039085552,0.002308306,0.2%,0.009710495,96.779961
854600,24300,0.37081918,37.1%,0.012556967,0.024976199,2.5%,0.009096933,891.36633
854700,24300,0.35319442,35.3%,0.016742272,0.043232314,4.3%,0.016458048,424.87253
854800,24300,0.54765636,54.8%,0.054310057,-0.010646045,-1.1%,0.008940619,85.356033
854900,24300,0.40005571,40.0%,0.016514316,0.017699584,1.8%,0.0074361,618.83661
890301,24300,,0.0%,,,0.0%,,
