tract,cz,kfr_pooled_pooled_p25,kfr_pooled_pooled_p25_percent,kfr_pooled_pooled_p25_se,jail_pooled_pooled_p25,jail_pooled_pooled_p25_percent,jail_pooled_pooled_p25_se,pooled_pooled_count
380100,24300,0.28016591,28.0%,0.017057121,0.063339166,6.3%,0.024820831,296.85168
380200,24300,0.28797555,28.8%,0.017988561,0.071259722,7.1%,0.033707213,422.6557
380500,24300,0.22103572,22.1%,0.017482476,0.063688926,6.4%,0.037171505,677.45874
380700,24300,0.27579099,27.6%,0.016312573,0.064188622,6.4%,0.032332625,613.59851
381200,24300,0.29243594,29.2%,0.01478309,0.083980754,8.4%,0.021577401,534.23682
381400,24300,0.30007243,30.0%,0.015164048,0.1255261,12.6%,0.026584882,345.129
381500,24300,0.31647024,31.6%,0.018672451,0.048830692,4.9%,0.035021476,687.69012
381700,24300,0.2204016,22.0%,0.013248035,0.038999394,3.9%,0.02134056,0
381800,24300,0.27921864,27.9%,0.018025322,0.03255168,3.3%,0.031773999,360.07169
381900,24300,0.31574675,31.6%,0.020067533,0.064188264,6.4%,0.031954404,401.82104
390100,24300,0.27054086,27.1%,0.020886611,0.033444319,3.3%,0.023391405,306.02438
390200,24300,0.25633851,25.6%,0.018128669,0.059900943,6.0%,0.027091209,434.64471
390300,24300,0.28055948,28.1%,0.012545544,0.066327684,6.6%,0.021031158,664.935
390400,24300,0.29041806,29.0%,0.01265721,0.066103995,6.6%,0.018121889,629.5058
390500,24300,0.31064886,31.1%,0.020437354,0.012228183,1.2%,0.013339135,249.79973
390600,24300,0.37177637,37.2%,0.039025258,0.035594873,3.6%,0.030602651,142.66449
390700,24300,0.36531591,36.5%,0.018899374,0.032552641,3.3%,0.015512906,349.39584
400300,24300,0.26458326,26.5%,0.015567697,0.039052702,3.9%,0.020464115,559.30206
400400,24300,0.27485514,27.5%,0.014361928,0.040722277,4.1%,0.022791052,612.54437
400500,24300,0.2525821,25.3%,0.012417864,0.07465113,7.5%,0.021903457,842.83038
400800,24300,0.27343896,27.3%,0.010455837,0.087026022,8.7%,0.017392706,1288.6278
410100,24300,0.305632,30.6%,0.022609238,0.065833166,6.6%,0.030583868,177.1665
410200,24300,0.24381961,24.4%,0.037934221,0.04428108,4.4%,0.044156373,89.355759
410500,24300,0.3419812,34.2%,0.016398123,0.042107329,4.2%,0.017609391,537.34308
410600,24300,0.37580562,37.6%,0.028731115,0.013979399,1.4%,0.016264372,169.96838
410700,24300,0.31649566,31.6%,0.030429104,0.016955245,1.7%,0.020310994,141.73267
410800,24300,0.3589749,35.9%,0.021372247,0.018833857,1.9%,0.015604001,188.46092
410900,24300,0.29128063,29.1%,0.024199182,0.017936837,1.8%,0.015933705,205.24716
411000,24300,0.36188546,36.2%,0.037361711,0.088161178,8.8%,0.04379807,65.091713
411100,24300,0.45303407,45.3%,0.092509747,0.019488316,1.9%,0.053303566,23.549627
411200,24300,0.3694751,36.9%,0.069065817,0.024309387,2.4%,0.044348907,42.415852
420100,24300,0.33406329,33.4%,0.019098531,0.029088531,2.9%,0.020749046,324.24429
420200,24300,0.30784875,30.8%,0.018514875,0.092344068,9.2%,0.028010797,391.46927
420300,24300,0.31141376,31.1%,0.016140724,0.045810163,4.6%,0.028368276,465.1727
420400,24300,0.2937685,29.4%,0.020311624,0.033303592,3.3%,0.023239911,528.01318
420500,24300,0.27955031,28.0%,0.013207432,0.027504832,2.8%,0.017670304,1015.9926
420600,24300,0.29746872,29.7%,0.012800004,0.080017716,8.0%,0.021167191,996.73169
420700,24300,0.28210372,28.2%,0.011210842,0.075752862,7.6%,0.016212612,1265.5771
420800,24300,0.2910088,29.1%,0.01319078,0.042982742,4.3%,0.020572346,821.95483
421200,24300,0.29893932,29.9%,0.017176036,0.021177536,2.1%,0.016104462,446.21002
430101,24300,0.31037652,31.0%,0.009228339,0.075047858,7.5%,0.013200061,890.65332
430102,24300,0.32360384,32.4%,0.012556643,0.07702902,7.7%,0.017829627,698.08301
430200,24300,0.29859698,29.9%,0.009554487,0.056673627,5.7%,0.013664918,1186.4889
430300,24300,0.28446025,28.4%,0.011917657,0.053826399,5.4%,0.017169377,983.01257
430400,24300,0.28728417,28.7%,0.012011568,0.075261727,7.5%,0.017652312,946.62683
430500,24300,0.30224785,30.2%,0.009785024,0.050429795,5.0%,0.013808453,1134.7032
430600,24300,0.33079925,33.1%,0.016363161,0.048104092,4.8%,0.019418171,386.82745
430700,24300,0.320389,32.0%,0.013126378,0.041945051,4.2%,0.015640527,402.89313
430800,24300,0.32139081,32.1%,0.017696472,0.056116868,5.6%,0.02383849,317.8736
430900,24300,0.27733809,27.7%,0.016932854,0.0548032,5.5%,0.023284068,346.54956
431200,24300,0.31224638,31.2%,0.0133747,0.079454467,7.9%,0.017400706,525.89404
431301,24300,0.27658516,27.7%,0.009724493,0.046518471,4.7%,0.011257506,1259.6719
431302,24300,0.2792967,27.9%,0.008548169,0.05416359,5.4%,0.013126517,1669.0985
431400,24300,0.297039,29.7%,0.007766378,0.054683417,5.5%,0.010955142,1417.6674
440101,24300,0.29703742,29.7%,0.008972016,0.035832405,3.6%,0.010563071,1338.1367
440102,24300,0.30038524,30.0%,0.010463488,0.036948297,3.7%,0.012178474,988.19861
440201,24300,0.30792519,30.8%,0.010363547,0.044804893,4.5%,0.011771246,968.75092
440202,24300,0.31186166,31.2%,0.013735917,0.047480814,4.7%,0.015099777,470.40741
440300,24300,0.33226168,33.2%,0.013073408,0.062792227,6.3%,0.017171985,577.80255
440600,24300,0.31979617,32.0%,0.01900249,0.044762459,4.5%,0.021196734,317.81766
440700,24300,0.32089898,32.1%,0.0170328,0.036034886,3.6%,0.017570611,232.99872
440800,24300,0.30735654,30.7%,0.013501586,0.020810712,2.1%,0.011838282,530.00262
440900,24300,0.30796942,30.8%,0.011724387,0.034352686,3.4%,0.011258429,697.86127
450300,24300,0.30632016,30.6%,0.012504315,0.040118985,4.0%,0.01336237,586.1817
460100,24300,0.33271497,33.3%,0.010603594,0.054445963,5.4%,0.015383732,1345.9878
460200,24300,0.37051532,37.1%,0.015226687,0.004473832,0.4%,0.006208463,1019.4586
460301,24300,0.31874242,31.9%,0.011321711,0.041536197,4.2%,0.012642825,1040.6207
460302,24300,0.2973173,29.7%,0.009643489,0.025638906,2.6%,0.00877993,1320.3489
460400,24300,0.32670143,32.7%,0.011447614,0.051377021,5.1%,0.015319219,845.76904
460500,24300,0.30475187,30.5%,0.008732095,0.043213289,4.3%,0.00974868,1252.9749
460600,24300,0.32034093,32.0%,0.018308569,0.061018635,6.1%,0.027060067,432.00363
460700,24300,0.34292901,34.3%,0.013458643,0.025793238,2.6%,0.011196821,1519.6533
461000,24300,0.34060654,34.1%,0.022936104,0.031598724,3.2%,0.023430623,332.60779
470100,24300,0.28602028,28.6%,0.011683507,0.060782436,6.1%,0.016932605,786.00061
480100,24300,0.36658689,36.7%,0.021239838,0.026810762,2.7%,0.015419812,228.6333
480200,24300,0.34997335,35.0%,0.03374647,0.046863522,4.7%,0.038054589,140.82755
480300,24300,0.32292855,32.3%,0.019009477,0.031288277,3.1%,0.019246692,292.81711
480400,24300,0.3250908,32.5%,0.011218022,0.034964971,3.5%,0.010372681,783.19885
480500,24300,0.33530033,33.5%,0.013021541,0.030669065,3.1%,0.012323075,622.21893
490300,24300,0.32353702,32.4%,0.020337075,0.002796701,0.3%,0.009252249,246.44937
490400,24300,0.30438924,30.4%,0.023480074,0.041825034,4.2%,0.02668572,150.55832
490500,24300,0.32957742,33.0%,0.019388497,0.043568905,4.4%,0.021490959,236.64101
490600,24300,0.32183182,32.2%,0.015395513,0.02155384,2.2%,0.013291029,294.45764
490700,24300,0.27402183,27.4%,0.010942545,0.057156023,5.7%,0.014799407,725.89532
490800,24300,0.28559169,28.6%,0.010584884,0.047124028,4.7%,0.011716559,839.41681
490901,24300,0.30017465,30.0%,0.010363637,0.04176385,4.2%,0.011745822,1001.9603
490902,24300,0.29572386,29.6%,0.009784658,0.053928979,5.4%,0.013399377,1199.3601
491000,24300,0.2741406,27.4%,0.007082503,0.052538954,5.3%,0.009847162,2080.7214
491100,24300,0.31126136,31.1%,0.010360266,0.057838097,5.8%,0.013446017,802.96143
491200,24300,0.29198167,29.2%,0.013436413,0.045519177,4.6%,0.014970681,521.16766
491300,24300,0.29339749,29.3%,0.010065136,0.058968,5.9%,0.01441628,1139.8853
491400,24300,0.27970579,28.0%,0.010693115,0.07702212,7.7%,0.015126275,1120.8027
500100,24300,0.32167247,32.2%,0.010569301,0.03486558,3.5%,0.00997209,826.133
500200,24300,0.30507031,30.5%,0.013351252,0.014952051,1.5%,0.00980981,687.25348
500300,24300,0.32723683,32.7%,0.029366734,0.006405487,0.6%,0.017161926,253.50659
510100,24300,0.4172726,41.7%,0.019581083,0.021170361,2.1%,0.011796298,658.71393
510200,24300,0.34044781,34.0%,0.013178893,0.074372828,7.4%,0.015434088,618.35889
510300,24300,0.29581705,29.6%,0.008136958,0.049246393,4.9%,0.009330551,1378.0498
520100,24300,0.42621627,42.6%,0.025501039,0.012556321,1.3%,0.013651932,554.45825
520200,24300,0.39713249,39.7%,0.020041572,0.02655201,2.7%,0.013946367,1031.4471
520300,24300,0.41550562,41.6%,0.016502973,0.006435135,0.6%,0.005833398,1174.0985
520400,24300,0.41337135,41.3%,0.025718292,0.017023271,1.7%,0.012884656,538.7887
520500,24300,0.453832,45.4%,0.031392239,0.001805988,0.2%,0.009555391,419.34253
520600,24300,0.45960972,46.0%,0.03353725,0.015385921,1.5%,0.017346887,276.88763
530100,24300,0.34343332,34.3%,0.013469954,0.026361044,2.6%,0.010614202,901.72552
530200,24300,0.27929693,27.9%,0.007284811,0.050912295,5.1%,0.010115731,2047.3639
530300,24300,0.31721666,31.7%,0.01037025,0.035362054,3.5%,0.009787943,853.24896
530400,24300,0.28770563,28.8%,0.016264077,0.062128033,6.2%,0.02062214,377.22153
530501,24300,0.28457233,28.5%,0.008004815,0.041803285,4.2%,0.008959275,1500.3116
530502,24300,0.28187186,28.2%,0.016212681,0.031410456,3.1%,0.015973179,390.40903
530503,24300,0.29638782,29.6%,0.008821763,0.056289364,5.6%,0.011544593,1346.4653
530600,24300,0.28635648,28.6%,0.010632594,0.039845739,4.0%,0.01215311,955.08551
540101,24300,0.29753211,29.8%,0.011479245,0.052621633,5.3%,0.018555144,2134.061
540102,24300,0.29107785,29.1%,0.01406486,0.079608113,8.0%,0.024837684,1983.3416
550100,24300,0.41789663,41.8%,0.018482281,0.01131731,1.1%,0.00702955,790.29938
550200,24300,0.46977687,47.0%,0.037427653,0.012749463,1.3%,0.014133713,180.14005
560100,24300,0.40922138,40.9%,0.026955713,0.00182605,0.2%,0.011632903,239.58961
560200,24300,0.29140145,29.1%,0.010866595,0.063628405,6.4%,0.015713423,1308.2727
560300,24300,0.46454135,46.5%,0.020714935,0.009143733,0.9%,0.006568581,382.81094
560400,24300,0.38318121,38.3%,0.025789391,0.037948087,3.8%,0.024230579,181.13647
560700,24300,0.50249243,50.2%,0.02011889,0.004151224,0.4%,0.005805115,385.72186
560800,24300,0.46783954,46.8%,0.021966586,0.000490426,0.0%,0.004508066,371.95535
560900,24300,0.50438774,50.4%,0.026076794,0.011445278,1.1%,0.007618291,221.59796
561000,24300,0.51975983,52.0%,0.027821003,0.024011679,2.4%,0.015698927,187.73196
561100,24300,0.44916883,44.9%,0.025123822,0.034950465,3.5%,0.017061256,297.69299
570100,24300,0.36982214,37.0%,0.028116323,0.019855905,2.0%,0.019156439,214.16565
570200,24300,0.515791,51.6%,0.030813942,0.008962187,0.9%,0.011128034,202.59471
570300,24300,0.46011347,46.0%,0.012725496,0.019143574,1.9%,0.006721746,981.29224
570400,24300,0.40852767,40.9%,0.024555422,-0.005395673,-0.5%,0.009697351,223.03937
570500,24300,0.4372378,43.7%,0.022315033,0.005337698,0.5%,0.009186539,354.10114
580100,24300,0.39796674,39.8%,0.018136531,0.015115073,1.5%,0.009968692,643.80017
580200,24300,0.40671462,40.7%,0.014388246,0.005179847,0.5%,0.005705783,893.83643
580300,24300,0.40599257,40.6%,0.018543396,0.014918629,1.5%,0.010383313,576.26337
580400,24300,0.43744746,43.7%,0.015703289,0.013754011,1.4%,0.007977681,890.63861
580501,24300,0.38541871,38.5%,0.01220887,0.014001643,1.4%,0.006666787,1352.9113
580502,24300,0.41384721,41.4%,0.012243043,0.018152758,1.8%,0.007261579,1452.3933
580600,24300,0.40421003,40.4%,0.013838848,0.021845523,2.2%,0.00859201,1279.5187
580700,24300,0.42803374,42.8%,0.012518822,0.021969507,2.2%,0.007117486,1513.9147
580800,24300,0.37237033,37.2%,0.019557936,-0.001625789,-0.2%,0.010034287,602.48138
590500,24300,0.41493076,41.5%,0.024462625,0.015228838,1.5%,0.013683935,330.83325
590600,24300,0.42725906,42.7%,0.016497908,0.019951047,2.0%,0.009869563,790.83319
590700,24300,0.44109336,44.1%,0.018890856,0.029976746,3.0%,0.014137748,684.15332
600400,24300,0.50163293,50.2%,0.01961646,-0.000581526,-0.1%,0.006193386,635.03796
600600,24300,0.43080476,43.1%,0.023594169,0.020948883,2.1%,0.014848878,504.49634
600700,24300,0.44712949,44.7%,0.02564208,0.010097068,1.0%,0.012276178,351.43338
600900,24300,0.40682021,40.7%,0.016076712,0.021541424,2.2%,0.010169384,1001.0182
610300,24300,0.40408006,40.4%,0.010823955,0.029048383,2.9%,0.008131665,1916.7008
610400,24300,0.38144797,38.1%,0.016715247,0.036188219,3.6%,0.013732865,773.4386
610800,24300,0.43320212,43.3%,0.029466787,0.043045655,4.3%,0.025275024,205.06674
611000,24300,0.26928577,26.9%,0.017341862,0.069272839,6.9%,0.026947133,460.57144
611100,24300,0.35064763,35.1%,0.012866497,0.021164861,2.1%,0.009275114,1264.2539
611200,24300,0.39795434,39.8%,0.015688265,0.015366017,1.5%,0.013917254,1259.1331
611300,24300,0.37287864,37.3%,0.012752539,0.033433102,3.3%,0.010389455,1435.5231
611400,24300,0.3827261,38.3%,0.012317503,0.023931826,2.4%,0.009370117,1542.6115
611500,24300,0.393347,39.3%,0.014701007,0.033795986,3.4%,0.011512975,1149.7263
611600,24300,0.29420799,29.4%,0.013745997,0.065153047,6.5%,0.020478716,676.99493
611700,24300,0.27248028,27.2%,0.011489614,0.052310113,5.2%,0.016780296,1033.3422
611800,24300,0.28974152,29.0%,0.01166926,0.042075295,4.2%,0.014022286,851.66925
611900,24300,0.29276314,29.3%,0.012375575,0.056229886,5.6%,0.017873097,931.80676
612000,24300,0.27519229,27.5%,0.012933935,0.074208178,7.4%,0.018931212,728.81268
612100,24300,0.26104206,26.1%,0.014540339,0.12802704,12.8%,0.021345289,561.6507
620100,24300,0.43495601,43.5%,0.018802226,0.011300375,1.1%,0.007263763,528.11639
620200,24300,0.46148771,46.1%,0.024626061,0.005629132,0.6%,0.00958537,252.19148
620300,24300,0.49404597,49.4%,0.016757144,0.006635173,0.7%,0.004622501,614.11115
620400,24300,0.44334871,44.3%,0.01558883,0.003510844,0.4%,0.0043343,851.55316
630100,24300,0.34391329,34.4%,0.020267287,0.065012239,6.5%,0.026110973,353.03381
630200,24300,0.38363296,38.4%,0.020351818,0.038894568,3.9%,0.019729489,531.31488
630300,24300,0.39340207,39.3%,0.013524728,0.006245353,0.6%,0.004732763,1153.9091
630400,24300,0.41925484,41.9%,0.01164598,0.010697714,1.1%,0.004740274,1693.3805
630500,24300,0.44334739,44.3%,0.012385433,0.015319227,1.5%,0.006097905,1720.882
630800,24300,0.39284134,39.3%,0.012165813,0.030924447,3.1%,0.009231098,1587.4656
630900,24300,0.42191324,42.2%,0.01466732,0.005644194,0.6%,0.005067068,1138.0313
640100,24300,0.45560056,45.6%,0.039987929,0.00108118,0.1%,0.014756843,145.81441
640300,24300,0.46195602,46.2%,0.020775333,0.012106775,1.2%,0.006799708,436.76376
640400,24300,0.45379961,45.4%,0.032080442,0.029858656,3.0%,0.02258412,161.40723
640500,24300,0.47363228,47.4%,0.032249197,0.012723099,1.3%,0.011352424,152.72906
640600,24300,0.49692339,49.7%,0.022313811,0.010474275,1.0%,0.008435343,351.99561
640700,24300,0.41236478,41.2%,0.02070576,0.014740442,1.5%,0.009754488,368.66745
640800,24300,0.41216147,41.2%,0.023989685,-0.011896947,-1.2%,0.008950705,233.23331
650100,24300,0.43082997,43.1%,0.015703166,0.007795514,0.8%,0.005114338,729.3587
650200,24300,0.45352757,45.4%,0.017208049,0.009925778,1.0%,0.006215035,711.2901
650301,24300,0.46083525,46.1%,0.019353017,0.020011974,2.0%,0.00963568,591.43024
650302,24300,0.42679632,42.7%,0.016451396,0.008848218,0.9%,0.00495326,605.28186
650400,24300,0.43590349,43.6%,0.015297335,0.009580736,1.0%,0.005763286,822.12134
650500,24300,0.46053976,46.1%,0.021414688,0.021002183,2.1%,0.01103244,391.29453
660301,24300,0.34788325,34.8%,0.016021289,0.016768582,1.7%,0.011164927,618.08392
660302,24300,0.38987973,39.0%,0.011356266,0.019044008,1.9%,0.007160228,1772.4631
660400,24300,0.40663195,40.7%,0.012072043,0.016847761,1.7%,0.00600474,1238.1771
660500,24300,0.41413367,41.4%,0.013649096,0.006548276,0.7%,0.004438675,1096.5602
660600,24300,0.34323367,34.3%,0.0083771,0.046536561,4.7%,0.008079801,2249.6187
660700,24300,0.25139767,25.1%,0.01173452,0.037112702,3.7%,0.013594517,775.77087
660800,24300,0.34329352,34.3%,0.009689721,0.045199458,4.5%,0.00951194,1723.2709
660900,24300,0.28891113,28.9%,0.009436223,0.055790666,5.6%,0.013003249,1472.4261
661000,24300,0.29344803,29.3%,0.008446261,0.038564976,3.9%,0.009444244,1517.9645
661100,24300,0.34893531,34.9%,0.011189274,0.018367758,1.8%,0.006765716,1154.1152
670100,24300,0.29229707,29.2%,0.014094991,0.066027351,6.6%,0.020303838,655.04559
670200,24300,0.25861594,25.9%,0.013641275,0.062266152,6.2%,0.023925548,684.7113
670300,24300,0.28448871,28.4%,0.014821101,0.035048928,3.5%,0.015980167,578.33557
670400,24300,0.29446679,29.4%,0.012263491,0.052819673,5.3%,0.016974861,620.91089
670500,24300,0.28919786,28.9%,0.014986483,0.056353092,5.6%,0.022456078,492.83313
670600,24300,0.28201318,28.2%,0.012694613,0.049948283,5.0%,0.019046189,750.36487
670700,24300,0.28339505,28.3%,0.01301676,0.069538265,7.0%,0.022961557,627.41711
670800,24300,0.28249627,28.2%,0.013977466,0.065195225,6.5%,0.020407686,594.23065
670900,24300,0.27183804,27.2%,0.016588951,0.076513566,7.7%,0.024800235,342.31726
671100,24300,0.27246478,27.2%,0.015706867,0.005132529,0.5%,0.020680258,443.75964
671200,24300,0.26206058,26.2%,0.015118717,0.066846922,6.7%,0.022380043,524.7171
671300,24300,0.26634458,26.6%,0.010123983,0.091998592,9.2%,0.014195502,1096.5356
671400,24300,0.27258006,27.3%,0.011286603,0.061766263,6.2%,0.015668346,694.82965
671500,24300,0.27151182,27.2%,0.00892676,0.080984101,8.1%,0.012908995,1313.8949
671600,24300,0.29730189,29.7%,0.011297014,0.046442557,4.6%,0.015805425,927.39221
671800,24300,0.27609202,27.6%,0.012221627,0.083689652,8.4%,0.018092858,564.56757
671900,24300,0.29755452,29.8%,0.015207215,0.059394415,5.9%,0.022307759,449.34518
672000,24300,0.28150272,28.2%,0.008500748,0.076241426,7.6%,0.01179674,1318.0963
680500,24300,0.27441847,27.4%,0.013415445,0.082026005,8.2%,0.024157025,726.55121
680600,24300,0.27854058,27.9%,0.015927266,0.046225306,4.6%,0.02570826,669.71527
680900,24300,0.27950004,28.0%,0.009128448,0.050547749,5.1%,0.01439499,1594.4038
681000,24300,0.29049259,29.0%,0.009457722,0.038893364,3.9%,0.011004712,1422.5231
681100,24300,0.29233113,29.2%,0.008751012,0.06391871,6.4%,0.013214516,1546.541
681200,24300,0.27803707,27.8%,0.010737568,0.072355144,7.2%,0.017670996,1345.0674
681300,24300,0.2797451,28.0%,0.011925762,0.080951758,8.1%,0.017181525,1104.064
681400,24300,0.28618905,28.6%,0.009846689,0.048820317,4.9%,0.011244218,1113.5352
690300,24300,0.27785531,27.8%,0.012732107,0.03065794,3.1%,0.01800907,826.11835
690400,24300,0.27203754,27.2%,0.01066843,0.096199214,9.6%,0.015335245,961.1571
690500,24300,0.30586419,30.6%,0.020483041,0.055037051,5.5%,0.033146441,311.7338
690900,24300,0.30091813,30.1%,0.010642495,0.05287271,5.3%,0.014922008,1041.3051
691000,24300,0.33164495,33.2%,0.015491582,0.046255041,4.6%,0.017344456,423.09305
691100,24300,0.27122855,27.1%,0.011050595,0.051045813,5.1%,0.016399035,1084.7404
691200,24300,0.27784991,27.8%,0.011105837,0.035487484,3.5%,0.011174849,935.43512
691300,24300,0.30598199,30.6%,0.018178038,0.022424484,2.2%,0.013861338,307.07779
691400,24300,0.27993241,28.0%,0.011547782,0.050547484,5.1%,0.016739562,896.87109
691500,24300,0.29506549,29.5%,0.013838995,0.065336026,6.5%,0.020424057,630.79443
700100,24300,0.34492105,34.5%,0.013430789,0.052026633,5.2%,0.015159665,651.12018
700200,24300,0.39124784,39.1%,0.013726202,0.023797393,2.4%,0.008483464,859.22235
700301,24300,0.42334744,42.3%,0.019165698,0.009813959,1.0%,0.006555995,482.13144
700302,24300,0.4203203,42.0%,0.022553507,0.006267695,0.6%,0.005707499,344.18918
700401,24300,0.38086411,38.1%,0.013544992,0.020813931,2.1%,0.007636364,814.83374
700402,24300,0.36210474,36.2%,0.016645592,0.054317798,5.4%,0.018907445,540.28625
700501,24300,0.33135363,33.1%,0.010800969,0.054860245,5.5%,0.013064852,954.05695
700502,24300,0.30189797,30.2%,0.020139797,0.013256188,1.3%,0.008195176,315.66266
710100,24300,0.26862445,26.9%,0.018517172,0.091338471,9.1%,0.027902476,442.5238
710200,24300,0.28973067,29.0%,0.009170318,0.058708955,5.9%,0.012714218,1490.4835
710300,24300,0.26575923,26.6%,0.016179617,0.041386075,4.1%,0.021119673,394.3967
710400,24300,0.30368388,30.4%,0.008190876,0.049665175,5.0%,0.011507159,1379.4152
710500,24300,0.31760186,31.8%,0.009965432,0.039290946,3.9%,0.0111425,1082.37
710600,24300,0.27976167,28.0%,0.014606188,0.069859371,7.0%,0.020796072,571.62262
710700,24300,0.27668959,27.7%,0.010605346,0.071403176,7.1%,0.015164457,898.42712
710800,24300,0.30252635,30.3%,0.009367514,0.039871596,4.0%,0.010364968,1283.1714
710900,24300,0.30492592,30.5%,0.012774775,0.074420251,7.4%,0.017986422,781.80835
711000,24300,0.30947432,30.9%,0.009789172,0.058946371,5.9%,0.013996828,913.02954
711100,24300,0.31088686,31.1%,0.012592389,0.034600493,3.5%,0.012043621,608.98926
711200,24300,0.3129203,31.3%,0.010296926,0.032259289,3.2%,0.009669984,852.41357
711300,24300,0.31537336,31.5%,0.016348099,0.041922245,4.2%,0.019024706,379.66232
711400,24300,0.28758955,28.8%,0.011629347,0.041752126,4.2%,0.013410644,621.15778
711500,24300,0.30029199,30.0%,0.012386705,0.033989526,3.4%,0.012314857,619.23712
720100,24300,0.36582839,36.6%,0.044923425,0.024158545,2.4%,0.026491744,101.90231
720200,24300,0.37320629,37.3%,0.022113066,0.065426126,6.5%,0.024739338,328.77524
720300,24300,0.48591852,48.6%,0.041048657,0.010489539,1.0%,0.01173877,115.79206
720400,24300,0.36887306,36.9%,0.058121826,-0.000927569,-0.1%,0.01203048,88.00489
720500,24300,0.53547376,53.5%,0.054404672,-0.009607936,-1.0%,0.008159868,68.822418
720600,24300,0.51766169,51.8%,0.069351725,-0.017040525,-1.7%,0.025332801,44.57214
720700,24300,0.34078377,34.1%,0.018887995,0.059001628,5.9%,0.021636849,408.99603
730100,24300,0.31361747,31.4%,0.014847248,0.034778822,3.5%,0.013905401,414.93604
730201,24300,0.31791028,31.8%,0.008746887,0.033112969,3.3%,0.008123593,1174.899
730202,24300,0.29677719,29.7%,0.011998443,0.041387085,4.1%,0.013344239,615.02637
730300,24300,0.31173587,31.2%,0.017035246,0.016950049,1.7%,0.014115736,236.33615
730400,24300,0.30980092,31.0%,0.011444892,0.060536142,6.1%,0.014804069,653.49194
730500,24300,0.30805323,30.8%,0.010871663,0.044726212,4.5%,0.011755959,854.20587
730600,24300,0.30702597,30.7%,0.011613302,0.025370101,2.5%,0.009608978,665.23383
730700,24300,0.32257035,32.3%,0.013469969,0.054324906,5.4%,0.018815035,527.83661
740100,24300,0.49832708,49.8%,0.032167759,0.037265021,3.7%,0.026593016,196.6564
740200,24300,0.56685227,56.7%,0.031956527,0.017206535,1.7%,0.011589267,182.34589
740300,24300,0.50869304,50.9%,0.033744168,0.017963691,1.8%,0.012411127,156.44495
740400,24300,0.50431323,50.4%,0.025775043,0.035593193,3.6%,0.017957939,268.85699
750100,24300,0.27723381,27.7%,0.009853707,0.032069523,3.2%,0.009322492,941.43854
750200,24300,0.34074348,34.1%,0.021300931,0.034202002,3.4%,0.01676649,313.60321
750300,24300,0.43386063,43.4%,0.054510899,0.052745815,5.3%,0.062263776,74.263931
750400,24300,0.42629883,42.6%,0.034471579,0.017539641,1.8%,0.013367674,149.15295
750500,24300,0.30597088,30.6%,0.010754749,0.021290084,2.1%,0.007449989,951.17731
750600,24300,0.30398813,30.4%,0.010086515,0.034810483,3.5%,0.00950536,815.55835
760801,24300,0.46425033,46.4%,0.024342472,0.016837901,1.7%,0.012926517,298.41528
760802,24300,0.48410824,48.4%,0.044976827,0.000895295,0.1%,0.01130699,67.668793
760803,24300,0.52786148,52.8%,0.017538885,0.012287002,1.2%,0.007174486,507.04306
770201,24300,0.52547151,52.5%,0.028446149,0.019076282,1.9%,0.013384606,191.54294
770202,24300,0.54169369,54.2%,0.028597962,0.007197828,0.7%,0.00611558,165.14259
770300,24300,0.51811421,51.8%,0.018970771,-0.001268341,-0.1%,0.00242742,478.70801
770400,24300,0.49067745,49.1%,0.024210896,0.005774065,0.6%,0.005821945,302.45233
770500,24300,0.40851539,40.9%,0.015199917,0.014583382,1.5%,0.007714516,769.98737
770601,24300,0.50683135,50.7%,0.033322565,-0.002377453,-0.2%,0.005295661,145.11313
770602,24300,0.42913252,42.9%,0.019246282,0.015302982,1.5%,0.008740505,488.83508
770700,24300,0.51715809,51.7%,0.029137038,0.001666283,0.2%,0.008037025,195.28772
770800,24300,0.48289475,48.3%,0.017233251,0.021169251,2.1%,0.008821543,609.2525
770901,24300,0.54822844,54.8%,0.024893515,0.016072582,1.6%,0.010846088,315.63864
770902,24300,0.53361589,53.4%,0.036023531,0.032519002,3.3%,0.025634434,200.44116
800100,24300,0.49756023,49.8%,0.12198514,0.004691696,0.5%,0.02450484,17.218039
800200,24300,0.52523744,52.5%,0.045182433,-0.003644693,-0.4%,0.008870501,129.59129
800300,24300,0.50767028,50.8%,0.066580258,0.002607869,0.3%,0.015717825,62.560337
800400,24300,0.52097619,52.1%,0.057255875,0.008622415,0.9%,0.014620769,70.630653
800500,24300,0.53188294,53.2%,0.045618128,-0.000809006,-0.1%,0.00956133,117.58189
800600,24300,0.4736754,47.4%,0.088779472,-0.023665452,-2.4%,0.018810628,31.262951
800700,24300,0.58901715,58.9%,0.063892461,0.064260788,6.4%,0.0715959,63.564171
800800,24300,0.48282143,48.3%,0.053185485,-0.006640575,-0.7%,0.017092938,49.348946
800900,24300,0.60606271,60.6%,0.027481353,0.00624419,0.6%,0.006123581,221.80179
801000,24300,0.51746678,51.7%,0.029766876,0.000393347,0.0%,0.004521824,221.85555
801100,24300,0.48538485,48.5%,0.058056962,0.00522877,0.5%,0.016099527,98.409607
801200,24300,0.4765707,47.7%,0.085246451,0.008761284,0.9%,0.020570077,34.404377
801300,24300,0.59097505,59.1%,0.049721766,0.014281251,1.4%,0.020878682,97.632599
